Curiousity,Caring,Gratitude,Approval,Desire,Neutral,Excitement,Sadness
-0.02320531861335365,-0.01026733972734576,0.1329497617084472,0.017590669901493612,-0.004256156420087625,0.008277959749738889,0.06778823292088293,0.0011823778793693248
-0.06678407927314817,-0.008368364617866504,0.005557721919012549,0.9926294941165987,0.0012933224267538967,-0.007879828157688442,-0.03990193483165224,-0.09056101532915473
-0.07307033985521398,0.9951531526419412,-0.0549465651916556,-0.030051597721532614,-0.006805701587157248,0.0019359589884180956,-0.05953308970251776,-0.046244654888544956
0.1326635089257942,-0.0062517996886825,-0.009942692429676499,-0.011151663622365403,-0.006998078126402755,0.00022441262796984255,0.002599714098900805,0.0164714261372276
0.9893465583467039,-0.042121957176346043,-0.07261596966758282,-0.04651313528272246,-0.004899321406527295,-0.037424237062645464,-0.05383595071228467,-0.11013638875914274
-0.03477454601189503,0.0024673857713960945,-0.024775099556773116,-0.014170111128367665,0.9973197579513915,0.002564269262329777,-0.030733437481587893,-0.01436007522283869
0.0022807615851246923,-0.01021795430767061,-0.0053153196289184666,0.009459196823756311,-0.004241021673251452,-0.0033059780956914996,-0.007446958549340217,0.3181065217542971
-0.022393018411772787,-0.01846262302329853,0.0032474925933509663,-0.02272980942655348,-0.0075718669091369446,-0.008997047815382783,0.5996689642241593,-0.019753621978997427
-0.017224945320412806,-0.003468595624751205,0.9936831446400199,-0.0658545660479802,-0.012283559799016318,-0.029820800193743828,-0.07629095036559712,-0.042168653461526075
-0.011223826244626029,-0.007933789939621367,0.048143061937179064,0.03971004215597833,-0.009028421997553486,-0.01318472928171725,0.26207714488278777,-0.016791187054509916
-0.018629345723336785,0.009749309293074451,0.00757770380569477,0.011596574128900472,0.003137377612414083,0.9972523607758923,-0.034979018717478966,-0.018974196464166312
-0.00751631303971473,-0.002875215125994316,0.0011657185150071125,0.0747055603832119,-0.0046289043323598416,0.004605721807964709,0.03134017524850637,0.05801577917935095
-0.004364408861785193,-0.001523897811188936,-0.017677654057529475,0.008413148890323031,4.351093510682111e-05,-0.014087570470535432,-0.03473766174217703,0.510931035317106
0.033353118782308136,0.003409293390953171,0.008127331290450847,-0.0002116340499754167,0.002197965677990426,0.005325346660050102,0.08764758001985952,0.08014473363844878
-0.5091478651051843,-0.4090764019119672,-0.37140076725685056,-0.3398613574127788,-0.2120443391667059,-0.1587144688025692,-0.39487956796703777,-0.3719628915745644
