Curiousity,Caring,Gratitude,Approval,Desire,Neutral,Excitement,Sadness
-0.23113234339781957,0.5758320391003346,-0.17136741861615312,0.41805354972358605,-0.17434482096941806,1.0246501058261952,-0.13240232283635023,-0.15954244659568695
-0.4870130995635076,-0.3937922233707194,-0.30267338206995775,-0.3715710464734686,-0.194928904320256,0.009754938088001236,-0.4053145444408699,-0.3530523657026592
-0.4870130995635076,-0.3937922233707194,-0.30267338206995775,-0.3715710464734686,-0.194928904320256,0.009754938088001236,-0.4053145444408699,-0.3530523657026592
-0.20460145627223314,-0.45030491682743656,-0.25434836046080705,-0.07635960654368101,-0.3033582073515542,-0.18947395706595557,2.344971903229288,5.704274624054449
-0.20460145627223314,-0.45030491682743656,-0.25434836046080705,-0.07635960654368101,-0.3033582073515542,-0.18947395706595557,2.344971903229288,5.704274624054449
-0.12772889203481452,-0.012651968141266456,0.05116806237660587,-0.14251109906779635,-0.018231983015567277,-0.012890713029148293,3.5827298499373352,-0.3530323858748581
-0.12772889203481452,-0.012651968141266456,0.05116806237660587,-0.14251109906779635,-0.018231983015567277,-0.012890713029148293,3.5827298499373352,-0.3530323858748581
-0.12772889203481452,-0.012651968141266456,0.05116806237660587,-0.14251109906779635,-0.018231983015567277,-0.012890713029148293,3.5827298499373352,-0.3530323858748581
0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713
0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713
0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713
0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713
0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713
0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713
0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713
0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713
0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713
0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713
0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713
0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713
0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713
-0.49221172043591693,-0.4009919934064987,-0.3126678210811994,-0.34446838586870265,-0.2096422822827298,-0.16003748886032537,-0.2231111687403775,-0.0989874297366038
