send_dt,send_time,send_number,campaign,email_name,category,text,emails_sent,emails_delivered,undeliverable,total_clicks,unique_clicks,unique_opens,unsubscribes,unique_complaints,total_complaints,gifts,revenue,Audience,send_group,Open_Rate_nw,Click_Rate_nw,Donation_Rate_nw,revenue_1k_new,month,polarity_score,subjectivity_score,processed_text
2022-03-10,8:52:36 PM,1.0,DAF,2022-03-10-DAF-Postcard,fundraising,[NONPROFIT]'s Ukraine response and how you can make a greater impact,968,966,2.0,4.0,4,381,0,0.0,0.0,0.0,0.0,Other,2022-03-10-DAF-P,0.39359504132231404,0.004132231404958678,0.0,0.0,3,0.5,0.5,nonprofit ukraine response great impact
2021-06-29,2:03:54 PM,1.0,EOQ,2021-06-EOQ-deadline-E1-Partner-B,fundraising,You make our work possible,6829,6819,10.0,21.0,18,1603,3,0.0,0.0,7.0,3850.0,Partners,2021-06-EOQ-dead,0.23473422170156685,0.0026358178357006883,0.0010250402694391566,563.7721481915361,6,0.0,1.0,work possible
2021-06-29,2:03:48 PM,1.0,EOQ,2021-06-EOQ-deadline-E1-FM-PNB-B,fundraising,You make our work possible,84,84,0.0,0.0,0,21,0,0.0,0.0,0.0,0.0,PNB,2021-06-EOQ-dead,0.25,0.0,0.0,0.0,6,0.0,1.0,work possible
2021-06-29,2:03:57 PM,1.0,EOQ,2021-06-EOQ-deadline-E1-Partner-A,fundraising,DEADLINE: We?re just short of our goal,6882,6874,8.0,38.0,27,1494,10,4.0,4.0,14.0,6150.0,Partners,2021-06-EOQ-dead,0.21708805579773321,0.003923278116826504,0.002034292356873002,893.6355710549259,6,0.0,0.3,deadline we?re short goal
2021-06-29,2:03:49 PM,1.0,EOQ,2021-06-EOQ-deadline-E1-FM-PNB-A,fundraising,DEADLINE: We?re just short of our goal,80,80,0.0,1.0,1,16,1,1.0,1.0,0.0,0.0,PNB,2021-06-EOQ-dead,0.2,0.0125,0.0,0.0,6,0.0,0.3,deadline we?re short goal
2021-06-30,9:02:57 PM,2.0,EOQ,2021-06-EOQ-deadline-E2-FM-PNB-A,fundraising,FWD: We?re so close to the finish line,158,158,0.0,0.0,0,41,0,0.0,0.0,0.0,0.0,PNB,2021-06-EOQ-dead,0.25949367088607594,0.0,0.0,0.0,6,0.0,0.0,fwd we?re close finish line
2021-06-30,9:00:39 PM,2.0,EOQ,2021-06-EOQ-deadline-E2-Partner-A,fundraising,FWD: We?re so close to the finish line,19,19,0.0,1.0,1,16,0,0.0,0.0,20.0,7975.0,Partners,2021-06-EOQ-dead,0.8421052631578947,0.05263157894736842,1.0526315789473684,419736.84210526315,6,0.0,0.0,fwd we?re close finish line
2021-06-30,9:02:57 PM,2.0,EOQ,2021-06-EOQ-deadline-E2-Partner-A,fundraising,FWD: We?re so close to the finish line,12851,12830,21.0,80.0,52,2977,10,3.0,3.0,20.0,7975.0,Partners,2021-06-EOQ-dead,0.23165512411485487,0.004046377713796592,0.0015562991206909968,620.574274375535,6,0.0,0.0,fwd we?re close finish line
2020-09-10,1:10:00 AM,1.0,Moira,2020-09-Moira-Field-Partner,Appeal,Fires leave Moria refugee camp in ashes,58679,58578,101.0,707.0,480,9709,17,3.0,3.0,280.0,24998.0,Field Partners,2020-09-Moira-Fi,0.16545953407522282,0.008180098502019461,0.004771724126178019,426.01271323642186,9,0.0,0.0,fire leave moria refugee camp ashe
2020-09-10,1:01:00 AM,1.0,Moira,2020-09-Moira-AD-0-12-month-donors,Appeal,Fires leave Moria refugee camp in ashes,57593,57458,135.0,,263,8555,35,10.0,10.0,124.0,8454.0,First Levels,2020-09-Moira-AD,0.1485423575781779,0.004566527182122827,0.0021530394318754016,146.78867223447293,9,0.0,0.0,fire leave moria refugee camp ashe
2020-09-10,1:01:00 AM,1.0,Moira,2020-09-Moira-AD-13-24-month-donors-B,Appeal,Fires leave Moria refugee camp in ashes,15887,15874,13.0,29.0,27,1718,8,2.0,2.0,7.0,605.0,Lapsed Donors,2020-09-Moira-AD,0.10813872977906465,0.0016995027380877447,0.0004406118209857116,38.0814502423365,9,0.0,0.0,fire leave moria refugee camp ashe
2020-09-10,1:10:00 AM,1.0,Moira,2020-09-Moira-Cultivation-Partners,Appeal,Fires leave Moria refugee camp in ashes,14927,14904,23.0,108.0,82,2905,15,6.0,6.0,29.0,13950.0,Partners,2020-09-Moira-Cu,0.1946137870972064,0.0054934012192670995,0.001942788236082267,934.5481342533664,9,0.0,0.0,fire leave moria refugee camp ashe
2020-09-10,1:01:00 AM,1.0,Moira,2020-09-Moira-AD-25-36-month-donors-B,Appeal,Fires leave Moria refugee camp in ashes,15167,15147,20.0,25.0,22,1469,8,3.0,3.0,6.0,390.0,Lapsed Donors,2020-09-Moira-AD,0.09685501417551262,0.0014505175710423947,0.0003955957011933804,25.713720577569724,9,0.0,0.0,fire leave moria refugee camp ashe
2020-09-10,1:01:00 AM,1.0,Moira,2020-09-Moira-AD-25-36-month-donors,Appeal,Fires leave Moria refugee camp in ashes,15168,15149,19.0,,16,1442,12,2.0,2.0,8.0,827.0,Lapsed Donors,2020-09-Moira-AD,0.09506856540084388,0.0010548523206751054,0.0005274261603375527,54.52267932489452,9,0.0,0.0,fire leave moria refugee camp ashe
2020-09-10,1:01:00 AM,1.0,Moira,2020-09-Moira-AD-37-month-donors-B,Appeal,Fires leave Moria refugee camp in ashes,24407,24367,40.0,78.0,61,6566,19,8.0,8.0,7.0,750.0,Lapsed Donors,2020-09-Moira-AD,0.26902118244765844,0.0024992829925840946,0.0002868029663621092,30.728889253083132,9,0.0,0.0,fire leave moria refugee camp ashe
2020-09-10,1:01:00 AM,1.0,Moira,2020-09-Moira-AD-0-12-month-donors-B,Appeal,Fires leave Moria refugee camp in ashes,57593,57439,154.0,290.0,233,8462,35,6.0,6.0,89.0,7378.0,First Levels,2020-09-Moira-AD,0.14692757800427136,0.004045630545378778,0.0015453266890073447,128.10584619658638,9,0.0,0.0,fire leave moria refugee camp ashe
2020-09-10,1:08:00 AM,1.0,Moira,2020-09-Moira-Non-Donors-B,Appeal,Fires leave Moria refugee camp in ashes,153409,153175,234.0,221.0,180,12891,116,22.0,22.0,11.0,395.0,Non Donors,2020-09-Moira-No,0.08403027201793897,0.0011733340286423873,7.170374619481257e-05,2.5748163406319056,9,0.0,0.0,fire leave moria refugee camp ashe
2020-09-10,1:10:00 AM,1.0,Moira,2020-09-Moira-Cultivation-PNB,Appeal,Fires leave Moria refugee camp in ashes,175,175,0.0,2.0,2,39,0,0.0,0.0,1.0,1000.0,PNB,2020-09-Moira-Cu,0.22285714285714286,0.011428571428571429,0.005714285714285714,5714.285714285715,9,0.0,0.0,fire leave moria refugee camp ashe
2020-09-10,1:01:00 AM,1.0,Moira,2020-09-Moira-AD-37-month-donors,Appeal,Fires leave Moria refugee camp in ashes,24408,24369,39.0,,61,6585,20,3.0,3.0,16.0,1865.0,Lapsed Donors,2020-09-Moira-AD,0.26978859390363813,0.002499180596525729,0.0006555227794165847,76.40937397574565,9,0.0,0.0,fire leave moria refugee camp ashe
2020-09-10,1:08:00 AM,1.0,Moira,2020-09-Moira-Non-Donors,Appeal,Fires leave Moria refugee camp in ashes,153409,153180,229.0,,181,13056,128,21.0,21.0,11.0,1505.0,Non Donors,2020-09-Moira-No,0.08510582821086116,0.001179852551023734,7.170374619481257e-05,9.810376183926628,9,0.0,0.0,fire leave moria refugee camp ashe
2020-09-10,1:01:00 AM,1.0,Moira,2020-09-Moira-AD-13-24-month-donors,Appeal,Fires leave Moria refugee camp in ashes,15886,15871,15.0,,19,1653,9,3.0,3.0,6.0,1400.0,Lapsed Donors,2020-09-Moira-AD,0.10405388392295102,0.0011960216542867934,0.0003776910487221453,88.12791136850058,9,0.0,0.0,fire leave moria refugee camp ashe
2020-11-11,7:01:48 PM,1.0,AI Hol,2020-11-Al-Hol-1-AD-13-24-month-donors-A,Appeal,Worsening conditions in northeast Syria,15070,15053,17.0,26.0,21,1618,6,3.0,3.0,0.0,0.0,Lapsed Donors,2020-11-Al-Hol-1,0.10736562707365627,0.0013934970139349702,0.0,0.0,11,0.0,0.0,worsen condition northeast syria
2020-11-11,7:01:50 PM,1.0,AI Hol,2020-11-Al-Hol-1-AD-25-36-month-donors-B,Appeal,Worsening conditions in northeast Syria,14165,14151,14.0,20.0,13,1332,8,1.0,1.0,0.0,0.0,Lapsed Donors,2020-11-Al-Hol-1,0.09403459230497706,0.0009177550300035299,0.0,0.0,11,0.0,0.0,worsen condition northeast syria
2020-11-11,7:01:47 PM,1.0,AI Hol,2020-11-Al-Hol-1-AD-13-24-month-donors-B,Appeal,Worsening conditions in northeast Syria,15069,15052,17.0,35.0,26,1557,6,4.0,4.0,5.0,245.0,Lapsed Donors,2020-11-Al-Hol-1,0.10332470635078639,0.0017253965093901387,0.0003318070210365651,16.25854403079169,11,0.0,0.0,worsen condition northeast syria
2020-11-11,7:01:50 PM,1.0,AI Hol,2020-11-Al-Hol-1-AD-37-month-donors-B,Appeal,Worsening conditions in northeast Syria,24461,24437,24.0,37.0,31,6215,19,5.0,5.0,2.0,110.0,Lapsed Donors,2020-11-Al-Hol-1,0.2540779199542128,0.0012673234945423328,8.176280609950534e-05,4.496954335472794,11,0.0,0.0,worsen condition northeast syria
2020-11-11,7:00:50 PM,1.0,AI Hol,2020-11-Al-Hol-1-Standard-Partner,Appeal,Worsening conditions in northeast Syria,13718,13694,24.0,57.0,41,2528,6,2.0,2.0,17.0,8325.0,Partners,2020-11-Al-Hol-1,0.18428342323953928,0.002988773873742528,0.0012392477037469019,606.8668902172328,11,0.0,0.0,worsen condition northeast syria
2020-11-11,7:01:50 PM,1.0,AI Hol,2020-11-Al-Hol-1-AD-0-12-month-donors-A,Appeal,Worsening conditions in northeast Syria,57406,57311,95.0,192.0,153,8089,43,25.0,25.0,0.0,0.0,First Levels,2020-11-Al-Hol-1,0.1409086158241299,0.002665226631362575,0.0,0.0,11,0.0,0.0,worsen condition northeast syria
2020-11-11,7:01:42 PM,1.0,AI Hol,2020-11-Al-Hol-1-AD-25-36-month-donors-A,Appeal,Worsening conditions in northeast Syria,14165,14136,29.0,25.0,20,1321,2,0.0,0.0,0.0,0.0,Lapsed Donors,2020-11-Al-Hol-1,0.09325803035651253,0.0014119308153900459,0.0,0.0,11,0.0,0.0,worsen condition northeast syria
2020-11-11,7:01:50 PM,1.0,AI Hol,2020-11-Al-Hol-1-AD-37-month-donors-A,Appeal,Worsening conditions in northeast Syria,24461,24440,21.0,40.0,36,6284,16,4.0,4.0,0.0,0.0,Lapsed Donors,2020-11-Al-Hol-1,0.25689873676464575,0.001471730509791096,0.0,0.0,11,0.0,0.0,worsen condition northeast syria
2020-11-11,7:01:50 PM,1.0,AI Hol,2020-11-Al-Hol-1-AD-0-12-month-donors-B,Appeal,Worsening conditions in northeast Syria,57405,57323,82.0,162.0,137,8128,21,11.0,12.0,46.0,2874.0,First Levels,2020-11-Al-Hol-1,0.14159045379322358,0.002386551694103301,0.0008013239264872397,50.06532532009407,11,0.0,0.0,worsen condition northeast syria
2020-11-11,7:00:46 PM,1.0,AI Hol,2020-11-Al-Hol-1-PNB,Appeal,Worsening conditions in northeast Syria,168,168,0.0,0.0,0,30,0,0.0,0.0,0.0,0.0,PNB,2020-11-Al-Hol-1,0.17857142857142858,0.0,0.0,0.0,11,0.0,0.0,worsen condition northeast syria
2020-11-11,7:01:10 PM,1.0,AI Hol,2020-11-Al-Hol-1-AD-Non-Donors-A,Appeal,Worsening conditions in northeast Syria,354252,351059,3193.0,957.0,812,31600,305,69.0,76.0,0.0,0.0,Non Donors,2020-11-Al-Hol-1,0.08920203696803405,0.0022921536081659385,0.0,0.0,11,0.0,0.0,worsen condition northeast syria
2020-11-11,7:00:58 PM,1.0,AI Hol,2020-11-Al-Hol-1-Field-Partner,Appeal,Worsening conditions in northeast Syria,58668,58612,56.0,397.0,296,9591,22,8.0,8.0,156.0,13379.0,Field Partners,2020-11-Al-Hol-1,0.16347923910820208,0.005045339878639122,0.0026590304765800776,228.0459535010568,11,0.0,0.0,worsen condition northeast syria
2020-11-12,11:01:51 PM,2.0,AI Hol,2020-11-Al-Hol-2-AD-0-12-month-donors-A,Appeal,[Help Needed] COVID-19 in northeast Syria,57089,57003,86.0,157.0,125,8468,46,19.0,19.0,0.0,0.0,First Levels,2020-11-Al-Hol-2,0.14832980083728914,0.0021895636637530875,0.0,0.0,11,0.0,0.0,help need covid-19 northeast syria
2020-11-12,11:01:51 PM,2.0,AI Hol,2020-11-Al-Hol-2-AD-13-24-month-donors-A,Appeal,[Help Needed] COVID-19 in northeast Syria,15137,15117,20.0,17.0,16,1770,9,5.0,5.0,0.0,0.0,Lapsed Donors,2020-11-Al-Hol-2,0.1169320208759992,0.0010570126180881284,0.0,0.0,11,0.0,0.0,help need covid-19 northeast syria
2020-11-12,11:01:51 PM,2.0,AI Hol,2020-11-Al-Hol-2-AD-37-month-donors-B,Appeal,[Help Needed] COVID-19 in northeast Syria,24780,24754,26.0,44.0,33,6487,16,4.0,4.0,2.0,115.0,Lapsed Donors,2020-11-Al-Hol-2,0.26178369652945926,0.0013317191283292978,8.071025020177563e-05,4.6408393866020985,11,0.0,0.0,help need covid-19 northeast syria
2020-11-12,11:01:43 PM,2.0,AI Hol,2020-11-Al-Hol-2-AD-25-36-month-donors-A,Appeal,[Help Needed] COVID-19 in northeast Syria,14077,14050,27.0,15.0,14,1539,10,1.0,1.0,0.0,0.0,Lapsed Donors,2020-11-Al-Hol-2,0.10932727143567522,0.000994530084535057,0.0,0.0,11,0.0,0.0,help need covid-19 northeast syria
2020-11-12,11:01:06 PM,2.0,AI Hol,2020-11-Al-Hol-2-AD-Non-donors,Appeal,[Help Needed] COVID-19 in northeast Syria,353378,350221,3157.0,744.0,645,35074,264,60.0,67.0,20.0,1435.0,Non Donors,2020-11-Al-Hol-2,0.09925349059647176,0.0018252409601050433,5.6596618917985837e-05,4.060807407365484,11,0.0,0.0,help need covid-19 northeast syria
2020-11-12,11:01:51 PM,2.0,AI Hol,2020-11-Al-Hol-2-AD-0-12-month-donors-B,Appeal,[Help Needed] COVID-19 in northeast Syria,57090,56998,92.0,149.0,129,8483,41,19.0,20.0,39.0,2632.0,First Levels,2020-11-Al-Hol-2,0.1485899456997723,0.0022595901208617973,0.0006831318970047294,46.10264494657558,11,0.0,0.0,help need covid-19 northeast syria
2020-11-12,11:01:51 PM,2.0,AI Hol,2020-11-Al-Hol-2-AD-25-36-month-donors-B,Appeal,[Help Needed] COVID-19 in northeast Syria,14077,14058,19.0,14.0,10,1484,6,2.0,2.0,2.0,303.0,Lapsed Donors,2020-11-Al-Hol-2,0.10542018896071606,0.0007103786318107551,0.00014207572636215103,21.52447254386588,11,0.0,0.0,help need covid-19 northeast syria
2020-11-12,11:01:51 PM,2.0,AI Hol,2020-11-Al-Hol-2-AD-37-month-donors-A,Appeal,[Help Needed] COVID-19 in northeast Syria,24779,24746,33.0,43.0,33,6546,16,7.0,7.0,0.0,0.0,Lapsed Donors,2020-11-Al-Hol-2,0.2641753097380847,0.001331772872190161,0.0,0.0,11,0.0,0.0,help need covid-19 northeast syria
2020-11-12,11:01:50 PM,2.0,AI Hol,2020-11-Al-Hol-2-AD-13-24-month-donors-B,Appeal,[Help Needed] COVID-19 in northeast Syria,15138,15111,27.0,32.0,20,1780,11,4.0,4.0,5.0,245.0,Lapsed Donors,2020-11-Al-Hol-2,0.11758488571806051,0.001321178491214163,0.00033029462280354075,16.1844365173735,11,0.0,0.0,help need covid-19 northeast syria
2020-11-13,9:00:48 PM,3.0,AI Hol,2020-11-Al-Hol-3-PNB,Appeal,"We?re doing what we can, [ VAR @DefaultName, @Salutation Set @DefaultName = 'Friend' IF LENGTH([FirstName]) > 1 THEN Set @Salutation = Concat(ProperCase([FirstName])) ELSE set @Salutation = @Default",168,168,0.0,0.0,0,37,0,0.0,0.0,0.0,0.0,PNB,2020-11-Al-Hol-3,0.22023809523809523,0.0,0.0,0.0,11,0.0,0.0,we?re var @defaultname @salutation set @defaultname friend length([firstname 1 set @salutation concat(propercase([firstname set @salutation @default
2020-11-13,9:00:57 PM,3.0,AI Hol,2020-11-Al-Hol-3-AD-0-12-month-donors,Appeal,"We?re doing what we can, [ VAR @DefaultName, @Salutation Set @DefaultName = 'Friend' IF LENGTH([FirstName]) > 1 THEN Set @Salutation = Concat(ProperCase([FirstName])) ELSE set @Salutation = @Default",113777,112058,1719.0,441.0,357,19417,134,33.0,33.0,120.0,9696.11,First Levels,2020-11-Al-Hol-3,0.17065839317260958,0.003137716761735676,0.001054694709827118,85.22029935751515,11,0.0,0.0,we?re var @defaultname @salutation set @defaultname friend length([firstname 1 set @salutation concat(propercase([firstname set @salutation @default
2020-11-13,9:00:53 PM,3.0,AI Hol,2020-11-Al-Hol-3-AD-13-24-month-donors,Appeal,"We?re doing what we can, [ VAR @DefaultName, @Salutation Set @DefaultName = 'Friend' IF LENGTH([FirstName]) > 1 THEN Set @Salutation = Concat(ProperCase([FirstName])) ELSE set @Salutation = @Default",30235,30070,165.0,42.0,36,4094,23,5.0,5.0,8.0,605.0,Lapsed Donors,2020-11-Al-Hol-3,0.1354059864395568,0.0011906730610219945,0.0002645940135604432,20.00992227550852,11,0.0,0.0,we?re var @defaultname @salutation set @defaultname friend length([firstname 1 set @salutation concat(propercase([firstname set @salutation @default
2020-11-13,9:00:53 PM,3.0,AI Hol,2020-11-Al-Hol-3-AD-25-36-month-donors,Appeal,"We?re doing what we can, [ VAR @DefaultName, @Salutation Set @DefaultName = 'Friend' IF LENGTH([FirstName]) > 1 THEN Set @Salutation = Concat(ProperCase([FirstName])) ELSE set @Salutation = @Default",28124,27964,160.0,31.0,26,3504,26,3.0,3.0,3.0,175.0,Lapsed Donors,2020-11-Al-Hol-3,0.12459109657232258,0.0009244773147489689,0.00010667045939411179,6.222443464656521,11,0.0,0.0,we?re var @defaultname @salutation set @defaultname friend length([firstname 1 set @salutation concat(propercase([firstname set @salutation @default
2020-11-13,9:00:53 PM,3.0,AI Hol,2020-11-Al-Hol-3-AD-37-month-donors,Appeal,"We?re doing what we can, [ VAR @DefaultName, @Salutation Set @DefaultName = 'Friend' IF LENGTH([FirstName]) > 1 THEN Set @Salutation = Concat(ProperCase([FirstName])) ELSE set @Salutation = @Default",49490,48618,872.0,137.0,119,14490,59,12.0,12.0,15.0,1925.0,Lapsed Donors,2020-11-Al-Hol-3,0.2927864214992928,0.0024045261669024044,0.0003030915336431602,38.8967468175389,11,0.0,0.0,we?re var @defaultname @salutation set @defaultname friend length([firstname 1 set @salutation concat(propercase([firstname set @salutation @default
2020-11-13,9:01:10 PM,3.0,AI Hol,2020-11-Al-Hol-3-AD-Non-Donors,Appeal,"We?re doing what we can, [ VAR @DefaultName, @Salutation Set @DefaultName = 'Friend' IF LENGTH([FirstName]) > 1 THEN Set @Salutation = Concat(ProperCase([FirstName])) ELSE set @Salutation = @Default",350440,347580,2860.0,1115.0,971,40013,525,71.0,78.0,0.0,0.0,Non Donors,2020-11-Al-Hol-3,0.11417931742951717,0.0027708024198150895,0.0,0.0,11,0.0,0.0,we?re var @defaultname @salutation set @defaultname friend length([firstname 1 set @salutation concat(propercase([firstname set @salutation @default
2020-11-13,9:00:54 PM,3.0,AI Hol,2020-11-Al-Hol-3-Standard-Partner,Appeal,"We?re doing what we can, [ VAR @DefaultName, @Salutation Set @DefaultName = 'Friend' IF LENGTH([FirstName]) > 1 THEN Set @Salutation = Concat(ProperCase([FirstName])) ELSE set @Salutation = @Default",13671,13441,230.0,91.0,65,3068,22,6.0,6.0,41.0,36225.0,Partners,2020-11-Al-Hol-3,0.224416648379782,0.004754590008046229,0.002999049081998391,2649.769585253456,11,0.0,0.0,we?re var @defaultname @salutation set @defaultname friend length([firstname 1 set @salutation concat(propercase([firstname set @salutation @default
2022-07-19,1:00:41 PM,1.0,Append,2022-07-15-Append-0-12-Month-Donors,cultivation,We want to,19787,18645,1142.0,217.0,166,3225,132,46.0,46.0,0.0,0.0,First Levels,2022-07-15-Appen,0.16298579875675948,0.008389346540658009,0.0,0.0,7,0.0,0.0,want
2020-03-30,12:15:41 AM,1.0,EOQ #1,2020-03-EOQ-Kickoff-1-AD-37-month-donors,Appeal,We're suspending our face-to-face fundraising,50933,50881,52.0,238.0,205,21642,52,11.0,11.0,35.0,2080.0,Lapsed Donors,2020-03-EOQ-Kick,0.4249111577955353,0.004024895450886459,0.0006871772721025661,40.837963599238215,3,0.0,0.0,suspend face face fundraising
2020-03-30,12:00:59 AM,1.0,EOQ #1,2020-03-EOQ-Kickoff-1-AD-0-12-month-donors,Appeal,We're suspending our face-to-face fundraising,87051,86923,128.0,424.0,331,18290,42,17.0,17.0,103.0,6386.0,First Levels,2020-03-EOQ-Kick,0.21010671904975245,0.0038023687263787896,0.0011832144375136413,73.35929512584576,3,0.0,0.0,suspend face face fundraising
2020-03-30,12:05:42 AM,1.0,EOQ #1,2020-03-EOQ-Kickoff-1-AD-13-24-month-donors,Appeal,We're suspending our face-to-face fundraising,39150,39093,57.0,98.0,89,6565,15,4.0,4.0,24.0,1650.0,Lapsed Donors,2020-03-EOQ-Kick,0.16768837803320563,0.00227330779054917,0.0006130268199233716,42.145593869731805,3,0.0,0.0,suspend face face fundraising
2020-03-30,12:10:52 AM,1.0,EOQ #1,2020-03-EOQ-Kickoff-1-AD-25-36-month-donors,Appeal,We're suspending our face-to-face fundraising,34310,34253,57.0,158.0,48,5425,7,0.0,0.0,16.0,2080.0,Lapsed Donors,2020-03-EOQ-Kick,0.15811716700670359,0.0013990090352666862,0.00046633634508889537,60.6237248615564,3,0.0,0.0,suspend face face fundraising
2020-03-30,12:20:52 AM,1.0,EOQ #1,2020-03-EOQ-Kickoff-1-Non-Donors,Appeal,We're suspending our face-to-face fundraising,192415,192030,385.0,478.0,366,32420,171,48.0,48.0,9.0,390.0,Non Donors,2020-03-EOQ-Kick,0.16848998258971493,0.0019021386066574851,4.677390016370865e-05,2.026869007094042,3,0.0,0.0,suspend face face fundraising
2020-03-31,,2.0,EOQ #2,2020-03-EOQ-2-Appeal-AD-25-36-month-donors,Appeal,Help us close the gap,17128,17101,27.0,31.0,26,1639,8,2.0,2.0,17.0,890.0,Lapsed Donors,2020-03-EOQ-2-Ap,0.09569126576366184,0.0015179822512844466,0.0009925268566090611,51.96170014012144,3,0.0,0.0,help close gap
2020-03-31,,2.0,EOQ #2,jtk477 - EOQ Sustainer 2 - First Levels 25-36 - v1,Appeal,Help us close the gap,17129,17116,13.0,27.0,23,1662,3,1.0,1.0,,,Lapsed Donors,jtk477 - EOQ Sus,0.09702843131531322,0.00134275205791348,,,3,0.0,0.0,help close gap
2020-03-31,,2.0,EOQ #2,2020-03-EOQ-2-Appeal-AD-37-month-donors,Appeal,Help us close the gap,25382,25352,30.0,96.0,89,8002,19,6.0,6.0,43.0,3910.0,Lapsed Donors,2020-03-EOQ-2-Ap,0.31526278465053975,0.0035064218737688125,0.001694113939011898,154.04617445433772,3,0.0,0.0,help close gap
2020-03-31,,2.0,EOQ #2,2020-03-EOQ-2-Appeal-AD-0-12-month-donors,Appeal,Help us close the gap,43375,43336,39.0,150.0,129,6009,14,6.0,6.0,129.0,10666.0,First Levels,2020-03-EOQ-2-Ap,0.13853602305475504,0.002974063400576369,0.002974063400576369,245.90201729106627,3,0.0,0.0,help close gap
2020-03-31,,2.0,EOQ #2,2020-03-EOQ-2-Appeal-AD-13-24-month-donors,Appeal,Help us close the gap,19523,19511,12.0,40.0,32,2116,10,7.0,7.0,27.0,1660.0,Lapsed Donors,2020-03-EOQ-2-Ap,0.10838498181631921,0.0016390923526097424,0.00138298417251447,85.02791579163039,3,0.0,0.0,help close gap
2020-03-31,,2.0,EOQ #2,jtk477 - EOQ Sustainer 2 - First Levels 13-24 - v1,Appeal,Help us close the gap,19523,19503,20.0,80.0,31,2136,7,3.0,3.0,,,Lapsed Donors,jtk477 - EOQ Sus,0.1094094145367003,0.001587870716590688,,,3,0.0,0.0,help close gap
2020-03-31,,2.0,EOQ #2,jtk477 - EOQ Sustainer 2 - First Levels 0-12 - v1,Appeal,Help us close the gap,43374,43314,60.0,149.0,124,6190,8,4.0,4.0,,,First Levels,jtk477 - EOQ Sus,0.14271222391294325,0.002858855535574307,,,3,0.0,0.0,help close gap
2020-03-31,,2.0,EOQ #2,jtk477 - EOQ Sustainer 2 - First Levels 37+ - v1,Appeal,Help us close the gap,25382,25371,11.0,130.0,68,8033,14,5.0,5.0,,,Lapsed Donors,jtk477 - EOQ Sus,0.3164841226065716,0.0026790639035536995,,,3,0.0,0.0,help close gap
2020-03-31,,2.0,EOQ #2,jtk477 - EOQ Sustainer 2 - Non-Donors - v1,Appeal,Help us close the gap,96002,95828,174.0,150.0,123,11780,43,10.0,10.0,,,Non Donors,jtk477 - EOQ Sus,0.12270577696297993,0.001281223307847753,,,3,0.0,0.0,help close gap
2020-03-31,,2.0,EOQ #2,2020-03-EOQ-2-Appeal-Non-Donors,Appeal,Help us close the gap,96002,95834,168.0,179.0,137,11609,58,13.0,13.0,15.0,2025.0,Non Donors,2020-03-EOQ-2-Ap,0.12092456407158184,0.0014270536030499366,0.00015624674485948209,21.093310556030083,3,0.0,0.0,help close gap
2020-03-31,11:30:57 PM,3.0,EOQ #3,2020-03-EOQ-3-Appeal-Non-Donors,Appeal,Our medical teams need your help by midnight,191505,191158,347.0,483.0,418,26854,109,24.0,24.0,39.0,2138.0,Non Donors,2020-03-EOQ-3-Ap,0.14022610375708205,0.002182710634187097,0.00020365003524712148,11.164199368162711,3,0.0,0.0,medical team need help midnight
2020-03-31,11:30:43 PM,3.0,EOQ #3,2020-03-EOQ-3-Appeal-AD-13-24-month-donors,Appeal,Our medical teams need your help by midnight,38790,38755,35.0,143.0,119,4834,7,3.0,3.0,61.0,4806.0,Lapsed Donors,2020-03-EOQ-3-Ap,0.12461974735756638,0.0030678009796339264,0.0015725702500644495,123.89791183294663,3,0.0,0.0,medical team need help midnight
2020-03-31,11:30:43 PM,3.0,EOQ #3,2020-03-EOQ-3-Appeal-AD-25-36-month-donors,Appeal,Our medical teams need your help by midnight,34160,34122,38.0,91.0,72,3993,10,2.0,2.0,29.0,1950.0,Lapsed Donors,2020-03-EOQ-3-Ap,0.1168911007025761,0.002107728337236534,0.0008489461358313818,57.08430913348947,3,0.0,0.0,medical team need help midnight
2020-03-31,11:30:43 PM,3.0,EOQ #3,2020-03-EOQ-3-Appeal-AD-37-month-donors,Appeal,Our medical teams need your help by midnight,50529,50483,46.0,304.0,231,17101,39,12.0,12.0,67.0,9435.0,Lapsed Donors,2020-03-EOQ-3-Ap,0.3384393120782125,0.004571632132042985,0.0013259712244453681,186.72445526331413,3,0.0,0.0,medical team need help midnight
2020-03-31,11:30:57 PM,3.0,EOQ #3,2020-03-EOQ-3-Appeal-AD-0-12-month-donors,Appeal,Our medical teams need your help by midnight,82150,82065,85.0,470.0,428,13111,28,9.0,9.0,245.0,17114.0,First Levels,2020-03-EOQ-3-Ap,0.1595982958003652,0.005209981740718198,0.002982349360925137,208.3262325015216,3,0.0,0.0,medical team need help midnight
2019-12-26,1:05:59 PM,1.0,EOY #1,jtk270 2019-12 December End of Year 1 Appeal Field Partners,Appeal,Our most important goal yet (you can help save lives),61299,61084,215.0,297.0,206,9738,111,13.0,13.0,50.0,4675.0,Partners,jtk270 2019-12 D,0.15886066656878578,0.0033605768446467316,0.0008156739914191096,76.26551819768675,12,0.45,0.75,important goal help save life
